sample	TCGA-ZS-A9CG-01
F7	11.4306
SNORD114-20	0.0
LOC729082	8.4809
UCP1	0.0
F8	9.8166
PIN1L	1.2455
F9	11.9389
LOC284009	0.0
TOP2A	5.4201
RMRP	3.6615
LOC284551	1.2455
HHIP	1.2455
HMGN5	8.0753
HMGN4	9.1789
HMGN3	10.4951
HMGN2	11.6664
HMGN1	10.2064
NUDT11	0.7532
GSTZ1	10.4076
MX2	5.3968
RAB6A	11.0033
RAB6B	6.1621
MX1	9.9526
RC3H1	9.4783
LOC646813	0.0
CHL1	2.1465
CRIPT	8.1608
IFIT5	9.6357
TAF1L	4.1254
IFIT3	8.9738
FAM66D	4.9127
IFIT1	10.1819
LOC285548	0.0
LOC728410	0.0
LOC541473	3.3773
DULLARD	10.435
P2RY10	2.3542
KIAA0368	10.8004
EFTUD2	10.3686
EFTUD1	7.9449
ISG15	9.2778
TOX3	7.8666
TRIM13	8.5142
SNAR-A3	0.0
MAP1LC3A	10.0122
MAP1LC3C	0.0
FAM66A	0.0
PIM2	7.2847
DAOA	0.0
FBXW8	8.3053
GGTLC1	4.7936
THRB	9.847
GGTLC2	9.026
GPS1	11.495
SLCO1A2	3.7376
BRCC3	8.8378
TWISTNB	8.1573
SNORD115-20	0.0
SNORD115-22	0.0
SNORD115-25	0.0
ZNF346	7.2132
SNORD115-26	0.0
GDI2	12.5135
SMAP2	11.2282
GDI1	11.585
ARL5A	9.6714
CBY1	9.0048
ARL5C	0.0
ARL5B	8.2544
SFRS4	11.0475
ADAM5P	0.0
ERLIN1	10.8153
ERLIN2	10.4393
TM9SF1	11.194
SPG20	7.0057
GABRQ	0.0
GABRP	0.7532
APITD1	8.1563
KRT17	1.2455
KRT16	0.7532
KRT15	0.7532
KIAA1107	4.9297
KRT13	0.0
KRT12	0.0
OR2G2	0.0
KRT10	8.6388
GABRE	9.3867
GABRD	2.3542
CRIP1	6.0913
WDR38	0.0
CRIP3	4.7205
CRIP2	10.417
SEC22C	8.5145
PCYT1B	3.8099
GIGYF1	9.9536
GIGYF2	9.8275
WISP3	1.2455
NBPF7	0.0
NBPF6	0.0
TLE1	11.8764
MIA2	8.4537
NBPF3	5.5312
NAPEPLD	7.8798
NBPF1	8.1779
TLE4	8.6163
SPTA1	0.0
SLC26A8	1.6119
HGSNAT	9.6942
MTFR1	11.0916
PLP1	0.0
PLP2	6.6789
THSD1P1	8.3874
CDC6	6.2426
CDC7	4.9618
CLEC5A	0.0
TM9SF3	12.0516
FCAMR	8.8072
CRYZL1	7.7471
LOC100270804	3.4056
SERF2	13.7769
HIST1H2BI	0.0
PCDHB13	5.8554
OR4L1	0.0
PCDHB11	4.9931
MSLNL	0.0
PCDHB17	0.7532
PCDHB16	4.6435
PCDHB15	3.7376
HS2ST1	9.8748
TRIM36	2.9736
PCDHB18	2.3542
C10orf10	13.8742
C10orf11	7.2396
C10orf12	6.0575
N4BP2	6.579
SPATS2L	11.2207
SRPX2	4.3359
C10orf18	9.303
NAT2	9.1356
NAT1	6.7541
NAT6	8.3321
USP6NL	9.0069
SNORD114-29	0.0
SIGLEC6	1.6119
SMOC1	13.1375
GLO1	11.3884
TMIE	2.8419
FAM41C	3.0944
TNFAIP8	5.7306
FAIM2	0.0
FAIM3	7.6627
EEF1DP3	2.1465
SNORA27	0.0
ZNRD1	8.1876
NR4A1	9.907
ZNF385D	9.8588
SDC1	14.5679
MFSD6L	0.7532
CCBL1	7.4635
PTPRS	8.528
CCBL2	9.0411
KCNC4	4.7936
FABP12	0.0
SDC3	8.7578
COX5A	11.3537
COX5B	12.1735
KCNC3	7.9962
WDR11	9.7607
TH1L	10.6528
KIAA2022	0.7532
PGM5P2	3.2057
KIAA2026	7.7748
LOC401588	6.2813
CPSF7	10.545
CPSF6	9.1975
GRIA2	0.0
CPSF4	8.6188
CPSF3	9.1443
CPSF2	9.5592
CPSF1	12.2673
LOC257358	1.2455
OR1A1	0.0
NMT1	11.4736
IFT81	7.6959
MAD1L1	8.3178
SIGLEC1	7.2065
OR3A4	0.0
ACAA2	13.1572
ACAA1	13.8288
HTT	10.6211
OR3A1	0.0
OR3A2	0.0
OR3A3	0.0
SIPA1L1	9.9131
APCS	15.6957
FAM100B	10.5496
SIPA1L2	8.3874
WHSC1	8.9033
INPP4B	3.4056
TTLL5	7.752
TTLL4	7.2591
TTLL7	4.384
LTBP4	8.2414
LTBP3	11.8918
ARIH2	9.9311
ARIH1	10.6595
TTLL2	3.4056
AGPAT3	11.3289
RNPC3	5.9977
TTLL9	1.6119
QKI	10.8943
ZNF324	7.1168
TEX28	0.0
VPS35	10.3252
PSIMCT-1	3.2004
SUFU	8.5676
APC2	3.748
PLA2G4A	1.2455
PLA2G4F	0.0
PLA2G4E	0.0
PLA2G4D	0.0
CRAT	12.6544
OR8H1	0.0
OR8H2	0.0
IPO5	10.7909
SLC35F1	1.6119
LRWD1	8.7827
SLC35F3	5.8554
SLC35F2	3.6615
MBD5	7.0952
MBD4	9.6592
?|653553	9.9294
MBD6	10.376
LOC286094	0.0
MBD3	11.2812
MBD2	9.5367
CMTM2	1.2455
CMTM3	7.1863
CMTM1	3.6615
CMTM6	10.4703
DEC1	0.0
CMTM4	8.3454
CMTM5	0.0
LOC653566	10.9761
TSPAN19	0.0
COL11A1	0.0
COL11A2	2.3542
TSPAN10	3.7376
SLC17A8	0.0
TSPAN12	7.3468
TSPAN13	11.7773
TSPAN14	11.3119
TSPAN15	6.8685
TSPAN16	0.0
SFTPA2	1.2455
REXO1	9.2952
HEPACAM2	0.0
REXO2	9.6069
FAM13A	11.1247
REXO4	9.4159
SLC25A19	6.4937
SLC15A3	8.954
SLC25A17	9.1941
SLC25A16	8.7231
KIAA1429	11.2495
SLC25A14	7.3589
CAMLG	9.6592
SLC25A12	6.8601
SLC25A11	10.4647
CHRFAM7A	3.4056
LOC100133161	4.3359
LMCD1	8.8116
TUBA3C	0.0
TUBA3E	0.0
SMCHD1	8.5172
RNF216	9.7755
LOC340074	0.0
ZNF321	1.2455
USP29	0.0
ZNF676	1.2455
TTC23	8.9797
CCDC14	8.2769
EAF1	9.4976
EAF2	5.054
CCDC17	4.0675
LAD1	8.0231
CCDC11	3.3091
CCDC12	9.7755
CCDC13	3.4056
NUP107	8.661
CCDC18	4.6033
CCDC19	2.1465
SRA1	9.5787
RBPJL	0.0
TMUB1	10.5496
ZNF320	4.1254
TMUB2	9.687
ZNF649	6.6692
JAZF1	9.4671
KLRB1	4.4307
FLJ45983	0.0
?|10357	5.8621
KIAA1644	1.6119
FAM100A	9.8935
SIPA1L3	8.4622
SYNCRIP	11.2178
HSD17B3	6.12
RBM46	2.1465
TRIM34	5.7491
ALDH1L2	4.8633
ALDH1L1	15.2423
ZNF280D	9.242
ZNF280C	6.4604
ZNF280B	0.7532
ZNF280A	0.0
GK3P	6.1342
GNG7	9.1617
GNG4	10.633
GNG5	10.6993
DBF4	5.7491
GNG3	2.8419
VIT	0.7532
MMAA	9.4432
MMAB	11.5012
GNG8	0.0
RAB19	0.0
SLC17A4	10.4738
ALG8	10.4025
ALG9	9.6798
PARN	9.6157
FUS	10.9322
USP6	4.7205
GTPBP10	8.6313
ALG2	10.0179
ALG3	10.4243
TMEM17	5.8033
ALG1	9.694
ALG6	7.896
ALG5	10.0896
TMEM88B	0.7532
UBE2MP1	6.2556
PI4KA	10.2782
TTLL6	2.9736
SMARCE1	10.7915
PDXP	10.3595
COX6B1	12.2967
COX6B2	0.0
STAM	8.205
FUK	9.8799
LTBP2	8.4734
KIAA1683	5.9384
KIAA1324L	4.7575
LTBP1	8.4396
TTC14	8.1504
CCNE2	5.8294
HAR1B	0.7532
HAR1A	1.2455
CCNE1	4.2861
MAGEL2	0.7532
INSL3	0.7532
CLDN8	2.1465
CLDN9	4.7936
FIG4	7.6275
NOSIP	9.8641
GCC2	8.1293
GCC1	9.3763
TBC1D8B	8.8846
CLDN1	12.8226
CLDN2	13.5381
CLDN3	6.1482
CLDN4	4.3359
CLDN5	10.5964
CLDN6	1.6119
CLDN7	9.1196
FIGF	9.9365
RASGEF1B	9.3748
RASGEF1A	1.9038
C6orf168	1.2455
FIGN	2.1465
LGALS7B	0.0
TBC1D19	5.2997
RTN1	6.8343
MAGEB2	0.0
MAGEB3	0.0
UQCRFS1	11.0623
MAGEB1	0.0
CYTL1	1.2455
MPHOSPH10	10.0565
MAGEB4	0.0
OR6A2	0.0
RTN3	11.0803
KIAA0114	10.0704
MRFAP1	12.4601
SERPIND1	15.3188
IRF3	9.8684
C6orf48	10.1404
IRF1	9.2486
LOC374491	0.7532
IRF7	9.08
IRF6	10.3856
IRF5	7.3468
IRF4	2.3542
C6orf41	2.6969
IRF9	10.2877
IRF8	8.5064
FAM78A	6.1342
C6orf47	9.1036
FAM78B	4.8289
LY75	6.1342
CLUL1	3.4056
SNX29	7.9767
SMPD1	10.6059
SNX22	7.8099
CLK1	10.0482
CLK2	9.4318
CLK3	9.8045
CLK4	8.1779
SNX27	10.3863
SNX24	6.717
SNX25	8.2577
CSF2RB	5.4878
SGCD	7.9569
NPEPPS	9.9193
INMT	7.1434
MRPL24	12.0527
GPER	8.6263
ONECUT2	10.9618
ONECUT1	5.2224
PIGT	11.7841
LAMB2L	4.384
METT11D1	9.8188
SLBP	10.0132
KIAA1586	6.8256
C16orf70	10.5742
PANX2	9.7641
LOC388588	6.9266
PARP4	10.3175
FECH	9.6283
MRPL20	10.7346
U2AF1L4	6.7148
PTPRE	6.902
POLR2H	9.3553
ZBTB10	10.6053
LOC90784	7.841
MRPL23	10.7565
MRPL22	9.2714
RCOR1	9.1478
TEX101	0.0
ADAP1	4.8289
C3orf64	7.3223
TMEM150C	9.6407
ADAP2	5.9384
ZNF641	5.3968
C1orf159	6.9185
C1orf158	0.0
C1orf157	0.0
C1orf156	7.3468
DDX19B	9.4669
SPATA13	7.8377
C3orf66	2.3542
C1orf151	10.3011
C1orf150	1.6119
KLHL10	2.5357
ACVR2A	7.4121
ACVR2B	7.8918
C4orf22	0.0
KLHL14	0.7532
KLHL15	8.7961
C7orf69	0.0
KLHL18	7.667
GAB2	8.9797
WDR16	0.7532
DAB2IP	8.5118
GAB3	4.6435
TRIM68	7.8323
TRIM69	4.0675
TAAR8	0.0
OR8H3	0.0
MTOR	10.502
C4orf27	8.5226
UNG	11.1097
TRIM60	0.0
TRIM61	0.0
TRIM62	5.8554
C4orf26	0.7532
TRIM64	0.0
ST6GAL1	13.6737
TRIM66	8.2705
TRIM67	3.4961
HABP4	10.4863
SNRNP70	11.6529
OMG	0.7532
ITK	4.9618
OMD	2.1465
ZNF664	10.7041
DMRTB1	0.0
C2orf63	4.3359
C2orf62	3.4056
C2orf61	0.0
C2orf60	7.3529
C2orf67	8.9734
C2orf66	0.0
C2orf65	0.7532
C2orf64	9.3538
ZNF853	2.3542
C2orf69	8.9778
C2orf68	9.0523
NPTX2	7.0286
NKD1	11.0442
NAGPA	8.5606
NPTX1	0.7532
FLJ45340	8.3484
RAB10	10.9272
LOC647121	2.3542
SLU7	9.9049
LOC100133985	6.8429
TPPP3	6.8168
IER2	10.7206
NDRG1	13.304
SC4MOL	13.4088
LRRC8A	10.6589
PRCD	2.8419
HIP1	9.622
NDRG2	13.4503
FAM192A	9.7811
SHE	7.5972
C13orf33	3.4961
SERTAD1	8.9115
C13orf31	7.2396
C13orf30	0.0
C13orf37	7.2591
C13orf36	0.0
C13orf35	0.7532
C13orf34	5.1381
ZSCAN1	0.7532
C13orf39	0.0
C13orf38	0.0
CMTM8	8.3424
NPTXR	6.12
LOC728190	7.0734
ZNF469	3.0944
SPATA17	1.2455
LOC100130987	3.4056
TCP11	1.2455
MBD1	9.4921
GIN1	6.4263
SLMAP	9.08
TTPA	11.0498
TFAP4	7.9569
RRN3P1	5.4656
SND1	12.3456
KLKB1	12.0715
PAQR5	6.6198
SNORD116-20	1.2455
SUPV3L1	9.7424
PYDC2	0.0
PYDC1	0.0
RDX	11.1476
CYBB	6.7263
SLN	0.0
CYBA	8.3814
CEACAM19	6.0471
CEACAM18	0.0
LMAN1L	2.1465
HMHA1	8.7647
CEACAM16	0.7532
CTNS	8.7258
CIDEC	2.8211
DHCR24	15.2773
KY	0.0
PRCP	11.8293
PPM1A	10.8912
RAB15	9.5992
NOTCH4	9.7308
PHGR1	0.0
MEAF6	10.0303
MSMP	3.9445
AZIN1	12.6484
LCA5	3.9445
NOTCH2	10.2386
CMTM7	7.0437
FAM126B	8.0457
EGR3	5.6929
ZNF655	9.2455
TCTEX1D2	5.7491
TCTEX1D1	3.7376
MLPH	9.7238
PPM1M	7.4691
ZNF653	6.698
TCTEX1D4	2.8419
HSF1	11.4878
TRMT112	11.4413
FGFRL1	10.6759
HSF2	7.1589
CRLF2	0.0
CRLF3	6.7632
RNF14	10.3019
CRLF1	2.1465
NISCH	10.5149
PRPF4B	9.9254
C7orf55	9.9385
C7orf54	1.9038
C7orf57	0.0
N4BP2L2	9.4962
C7orf51	4.2861
C7orf50	9.056
C7orf53	4.5621
C7orf52	2.3542
RNF175	0.7532
C7orf59	10.5829
C7orf58	9.3186
NUDT13	7.9904
TPTE2	0.0
RNF130	11.7446
PRSS50	3.2057
ZNF384	9.184
PRHOXNB	0.0
POC1A	8.0078
C1RL	12.2598
RAPH1	10.5654
TAOK1	6.2029
VPS39	10.1535
PARK7	13.3115
NAALAD2	2.8419
RORB	0.0
RORA	11.4298
PARK2	8.0936
ZNF479	0.0
RNF133	0.0
MST1P2	10.3428
SYS1-DBNDD2	4.6251
STXBP5L	0.0
ZNF471	2.1465
ZNF470	6.9746
ZNF473	8.4339
DMTF1	8.0577
MST1P9	8.0717
GUSB	12.3574
PRSS53	6.2163
SCARF1	7.5184
TELO2	9.6395
HLA-DQB2	3.9445
KRTAP3-2	0.0
KRTAP3-3	0.0
KRTAP3-1	1.2455
JMJD4	10.0721
RNF139	10.8791
MDM1	6.4827
MDM2	10.4605
SEP15	11.3987
MDM4	8.744
ROR2	3.4961
ROR1	7.1863
LOC285375	0.0
LOC285370	0.0
SNRPD2	11.0656
SNRPD1	8.4108
NR1D2	9.7026
SLTM	10.1844
SFI1	6.8515
LOC646982	1.9038
CPB2	15.0776
CPB1	0.0
KIT	6.9824
KPNA7	7.2132
KPNA6	10.4047
KPNA5	3.4056
KPNA4	10.1552
KPNA3	9.8405
KIN	7.6523
EDAR	4.5196
ZNF397OS	6.5581
PKP3	2.3542
TTC30A	7.5184
CRP	7.2974
WDR90	8.2381
IFT46	8.042
PAR4	0.0
SPATA18	8.6731
UNC119B	8.7371
CRX	0.7532
SLC25A18	9.481
OR6S1	0.0
ZNF749	5.5097
FRS3	6.8601
FRS2	8.6487
GOLT1B	9.9121
GOLT1A	10.9388
CRK	9.2666
CRH	0.7532
TTC30B	6.3556
SLC25A15	10.5328
RPS16	14.1196
TNFRSF19	10.0995
OR6C75	0.0
GLDN	5.5097
CHODL	2.5357
GLDC	6.9347
TRMT2B	8.3363
QPCT	4.7205
PC	13.4178
FOXC2	2.3542
CASP9	8.4195
B4GALT1	12.1763
B4GALT3	9.8155
B4GALT2	9.6774
B4GALT5	10.0732
B4GALT4	8.7486
B4GALT7	9.2569
B4GALT6	8.0643
FCN3	7.2462
FCN2	5.2486
FCN1	5.443
ROMO1	10.7904
OR5L1	0.0
DHRS11	8.3332
DHRS12	9.4275
DHRS13	8.1084
SGOL1	2.5357
SGOL2	3.5811
FOXC1	6.1758
LOC285954	4.7936
TBC1D13	10.0322
GPR89B	6.2163
GPR89C	8.0753
GPR89A	10.3229
RFX1	8.3301
CR2	0.0
ASPSCR1	13.2259
CR1	3.4961
TNFRSF1B	9.7249
WDR19	8.0154
LGMN	11.8005
TNFRSF1A	12.1718
FAM174B	9.7889
FAM174A	8.528
CYP19A1	1.6119
PTPN9	10.4257
TBC1D17	10.3124
SPRN	7.1309
PPP1R9B	9.5247
LOC284023	4.7205
SULT2B1	5.594
L1CAM	1.9038
GPD1L	5.6541
TBC1D15	10.2378
RFX2	4.5621
POLR2J2	8.0669
POLR2J3	6.8932
C6orf217	1.2455
VMAC	6.2813
C6orf211	10.3451
PAX2	2.6969
ZNF419	7.2656
C6orf218	0.0
PTPN3	10.0547
SIGMAR1	12.3611
CAPS2	4.4307
GCFC1	8.3785
ZNF671	4.9618
ARNTL2	1.9038
PTH2	0.0
EHMT1	9.9939
EHMT2	9.5657
ADIPOR2	11.8939
CCDC15	5.6736
WDR83	7.546
PTPN7	5.4201
HPRT1	9.5166
PTPN6	9.3386
MARK4	9.7675
FOSL1	5.5734
MARK1	6.0015
MARK2	9.0146
FOSL2	11.5934
GRK1	0.0
RG9MTD1	9.3124
MCOLN2	1.9038
S100A4	6.8081
RPPH1	5.443
FOXF1	5.3968
IGBP1	10.3587
NUP54	9.08
CD63	13.5618
FOXF2	1.9038
SERPINA1	18.4129
NDUFA13	12.1998
CD69	4.7205
CD68	10.6021
PAGE3	0.0
TPD52L2	10.5816
MAGEB16	0.0
TERF2IP	10.6711
TPD52L1	10.0556
EFCAB10	2.3387
CA5BP	6.9347
S100A7	0.0
SLC18A3	0.0
CELA1	0.0
VSX1	1.2455
ISOC2	11.2648
ISOC1	9.7539
HSPA1B	14.1595
CAPSL	0.0
KRTAP24-1	0.0
ACTR3C	7.3407
ACTR3B	7.145
TMEM121	6.2163
WDR12	8.8378
OR7A10	0.0
CHRD	10.3886
WDR17	0.0
OR7A17	0.0
TMEM175	10.0322
ARV1	8.8138
S100A6	8.2641
GABPA	9.4072
PSCA	1.2455
SPIRE1	7.8148
PF4	0.7532
AOX1	16.6287
LMF1	9.0203
GPR55	1.2455
JHDM1D	8.2117
PPP1R1C	4.4307
C1orf210	5.6143
C1orf212	9.8904
C1orf213	5.015
TIMM9	8.9299
C1orf216	8.5009
SLC16A14	5.9222
PIK3CB	8.6188
NCRNA00230B	0.0
USP9X	11.6278
USP9Y	7.7148
LRIT1	0.0
WASL	10.7814
PAEP	0.0
ZMYND11	10.367
BCL9L	9.6822
ZMYND19	7.8148
ZNF644	9.1391
SHOX	0.7532
UTRN	9.9213
SLC35B1	10.1996
WASH2P	8.2959
CLEC3B	9.0241
KRT33B	0.7532
CGGBP1	10.1853
CLEC3A	0.0
AMBP	17.0963
ZNF786	6.5047
UFSP1	6.698
ZFP41	9.2907
AMBN	0.0
ZFP42	0.0
CARNS1	4.8289
PHGDH	11.2872
HSPA1L	6.6101
VSX2	0.0
MAD2L1BP	8.7872
HSPB6	7.7006
DGKZ	8.405
C10orf35	5.2744
C10orf32	10.4091
HSPB3	0.0
HSPB1	14.6199
PKN1	10.9088
PKN3	6.294
LRCH3	7.1727
SNORA45	0.0
HSPB8	11.8448
HSPB9	6.3556
NCRNA00157	0.0
TPH1	0.7532
IDH3B	10.9707
NCRNA00152	7.9001
RHOBTB3	11.1119
RHOBTB1	11.9112
INO80D	7.8101
IL21R	2.0279
INO80B	9.605
INO80C	8.1115
NCRNA00158	0.0
DIS3L2	8.6585
KIAA0913	10.7188
FAM43B	4.5621
FAM43A	8.6683
SCGB1C1	0.0
ZNF784	8.5306
TEX261	11.1572
PLOD2	11.9743
UTP14C	9.026
CMPK1	12.1777
LMF2	11.4761
PGA4	0.0
CMPK2	5.6344
KCNE2	6.2163
KCNE3	8.0569
FKBP9L	3.3091
KCNE1	2.8419
FAM124B	4.384
ERBB2IP	10.5823
FOXE1	0.0
FAM124A	3.0944
TEX264	11.5633
PTDSS2	8.8204
C5orf27	13.7023
LDLRAD1	2.9736
LDLRAD2	6.8456
DCD	0.0
HPCA	0.7532
TICAM2	6.6167
SELO	10.9692
NCRNA00120	4.6033
A2BP1	0.0
CYP2F1	0.7532
RFTN1	7.138
HTATIP2	11.0821
LIG4	7.9329
PMS2L5	6.3065
CSNK1D	11.3548
CSNK1E	9.4408
LIG1	8.9033
PMS2L2	6.7401
BDP1	8.3424
DEFB134	0.0
DEFB135	0.0
DEFB136	0.0
DEFB130	0.0
DEFB131	0.0
DEFB132	7.4294
IREB2	10.0093
ISCU	11.1266
MRS2P2	0.0
ZNF789	4.9297
EHBP1L1	9.0184
ALS2CR8	5.8892
FNTB	8.7797
BOLL	0.0
SNORD29	0.0
TPSD1	0.0
UMODL1	0.0
ADAMTS20	0.0
NKX6-2	0.0
ALS2CR4	6.698
C15orf55	0.0
AFARP1	3.5811
DPY19L2P4	0.0
EVI5L	8.1504
CRCP	9.5139
DGKA	5.5097
KCTD17	4.7205
DPY19L2P1	0.0
CSPG4	7.7702
CSPG5	3.6615
KRTAP10-7	0.0
KRTAP10-6	1.9038
KCTD19	1.2455
KCTD18	8.8486
KRTAP10-3	0.0
KRTAP10-2	0.0
KRTAP10-1	0.0
TNFSF13B	3.7376
ZKSCAN3	5.0834
ZKSCAN2	7.2132
ZKSCAN5	8.0078
ZKSCAN4	6.0471
LOC100240726	0.0
THEM5	2.3542
KIAA1409	3.0944
LOC100132724	1.6119
FPGS	10.393
GLIS2	5.5312
GLIS3	7.1519
GLIS1	0.0
H6PD	13.5983
FNBP4	8.6112
CYP2S1	3.4056
SLC25A37	7.1863
SLC25A36	6.0913
BCHE	9.7755
DCP1B	7.7657
DCP1A	8.7114
GPBAR1	3.0944
TMEM106B	10.2774
VIM	11.9624
SLC25A39	12.1408
C15orf33	5.6992
TGM5	0.0
TUBA1C	10.0322
LOC100190940	0.0
TUBA1A	8.6112
TMEM106A	4.4758
FAM23A	3.4056
VIP	3.8099
AJAP1	0.7532
IGSF11	0.0
MMEL1	1.3306
TMEM182	4.2345
TMEM181	9.7132
TMEM180	7.9166
TMEM187	9.2585
CHMP5	10.6121
IL10RB	9.2076
GNG2	6.1894
RIBC1	4.4758
TMEM188	7.1727
PDZD3	3.4056
SLC7A6	7.8319
FAM102B	6.1621
FAM102A	9.4587
CNTD1	3.3726
PRH1	4.408
PGBD4	5.3968
RIMKLA	4.4307
S100A7L2	0.0
PGBD5	8.4954
SMCR7L	10.6448
PALB2	7.4063
SCGB1A1	0.0
ZMAT2	11.0507
PGBD3	5.7552
OR7C2	0.0
TAF6	9.6052
TAF5	6.2295
OR7C1	0.0
TAF3	6.8854
TAF2	9.4907
RNGTT	8.1504
G6PD	8.6995
G6PC	13.4885
OSTCL	1.2455
TAF9	10.1474
ELMO1	9.9754
TSPAN32	3.2057
TSPAN33	10.2726
TSPAN31	10.7484
ELMO2	8.7301
LOC653544	0.0
LOC653545	0.0
POMT2	7.5662
AIF1	7.4237
USP17	0.0
AGPS	10.0796
ALAD	13.269
LY6G6D	0.0
FOSB	9.2521
DKFZp779M0652	5.7674
POM121L8P	0.0
PPAPDC1B	7.2462
CCNG1	11.64
CCNG2	7.3161
PDXK	11.0568
LY6G6F	0.0
SNORA48	0.0
CNO	8.3545
LRRCC1	9.1143
NPLOC4	10.9519
TMEM86A	7.4691
TMEM86B	9.9546
LGALS13	0.0
FNIP1	9.9131
FNIP2	7.4237
USP19	10.3959
PIK3C2A	9.5618
VSIG8	0.0
LGALS14	0.0
LOC100130386	0.0
GTF2A1L	0.0
LOC644172	2.9736
AP2M1	12.2601
OR5K4	0.0
PPIAL4B	0.0
NPM3	8.4622
PDCD6	10.5244
PDCD7	8.6707
PDCD4	10.4221
NPM2	6.0321
LOC285033	4.8184
TCF21	4.4758
PDCD1	3.3091
UGT3A1	11.1092
PPIAL4G	4.0073
LOC100128023	0.0
FUZ	8.1728
HDLBP	13.6373
PRKCE	7.4746
PROK2	2.3542
PBLD	12.7135
OR5K1	0.0
OR6C3	0.0
DSG2	7.6424
ERP44	11.1029
C6orf27	5.1684
C6orf26	5.4275
C6orf25	0.0
DSG3	0.0
GCAT	9.9284
GHSR	0.0
N4BP1	9.1686
TP63	3.8099
HIST2H2AA3	10.6546
VPS26A	9.8694
VPS26B	10.7235
KLRD1	4.9297
ZNF101	5.2997
PRKCD	8.2577
PGPEP1	10.1387
FLJ39653	5.9384
ZC3H7A	9.5447
SREBF2	11.5192
OR13G1	0.0
SLC29A4	6.0321
OXCT1	3.8099
DSG4	1.9038
OXCT2	2.1465
SLC48A1	8.4927
TXNDC17	10.2115
STAC	2.1465
CIC	10.4724
KARS	10.9722
TMEM20	5.1406
RAB39B	2.9736
KIF16B	9.0241
SSRP1	10.982
LOC100128292	5.1406
IL12B	0.0
IL12A	1.2455
TMEM26	3.4686
IRAK1BP1	3.8861
LOC389332	1.6119
SPINK8	0.0
CIT	5.8892
SRF	9.9466
ASAM	1.2455
TXNDC12	10.8081
WFDC9	0.0
PRO0628	0.0
TSSK3	4.669
C1orf97	8.84
LOC283392	0.0
TRPV3	0.0
TAF6L	8.8182
C1orf96	6.8256
SNUPN	8.9299
SHPRH	6.1486
DAO	11.4281
TATDN1	9.5247
ST8SIA2	0.0
FIGLA	0.0
DAK	12.6232
C1orf175	5.2744
C1orf174	8.7067
C1orf177	2.1465
DAP	12.1968
C1orf170	1.2455
C1orf173	2.6969
C1orf172	3.8788
MLANA	0.7532
FOXO3B	9.6918
MTA1	9.5473
MTA2	10.1148
C1orf92	0.7532
LRP10	10.6323
LRP11	8.8588
LRP12	6.3677
RIMBP3C	1.2455
CUBN	2.6969
ZNF329	7.9288
GAPDHS	0.0
GPC1	10.6613
GPC2	1.9038
GPC3	6.8081
GPC4	2.6969
GPC5	0.0
GPC6	6.7903
ZNF485	4.8633
LRFN5	0.7532
HEPH	5.4656
KRTAP15-1	0.0
MTAP	9.0011
C21orf15	0.0
BICD1	3.9445
BBS9	7.3529
SEC22B	10.7513
SEC22A	8.6163
SLC16A10	7.8192
BBS1	9.5193
BBS2	10.0103
BBS5	7.0395
BBS4	8.855
BBS7	6.3914
KIAA1984	4.9267
ANKDD1A	4.1809
C2orf49	6.7449
C2orf48	1.2455
INSL4	0.0
C2orf44	7.6959
C2orf47	9.7377
C2orf40	3.9445
C2orf43	8.2316
C2orf42	8.4453
OR52B2	0.0
ELANE	0.7532
AGL	10.4307
AGK	8.9778
OR52B4	0.0
NIPA2	9.0222
MGAT4C	0.0
CELA2A	0.0
AGA	8.4678
CELA2B	0.0
C13orf18	2.6969
FAM190A	1.6119
PDCD11	9.8001
AGT	16.0149
C13orf15	9.4545
PDE9A	6.3677
C13orf16	1.9038
RAB11A	10.792
FLJ12825	0.7532
ESPN	11.0623
GPR180	5.7119
PIK3CA	8.1328
GPR182	0.7532
GPR183	7.5345
PIK3CD	5.3491
PIK3CG	4.0073
ZSWIM4	6.7903
ZSWIM5	7.7972
IGF2AS	2.6457
RAB11B	11.5206
TBCA	12.0424
ZSWIM2	0.0
LOC91450	1.2455
PRND	2.5357
TMEM57	10.367
TMEM54	7.4857
SCLY	9.1408
RER1	12.3982
SCG5	5.4201
TMEM51	7.1589
FAM59A	5.8383
MGC15885	0.0
PAR-SN	5.4201
GSC2	0.0
PLEKHA6	9.8534
FAM84B	10.3922
SNORD16	0.0
POLR3GL	10.1369
FAM84A	5.8724
KCNN3	4.8968
SNORD17	1.9038
MEG3	4.0675
TAGLN	10.7804
SC65	8.1328
TRAFD1	8.6755
PIK3C3	7.9767
LOC541471	8.1573
MEG8	0.0
PRRG4	7.066
RPL18	13.9068
ZNF675	4.384
ZNF674	5.6344
ZNF673	7.7611
ORM1	16.4075
ORM2	15.0635
PRRG3	0.7532
ORC6L	4.1254
MAX	9.687
PARP14	11.0115
MAZ	11.6227
ERI2	8.7271
ERI3	10.0045
KTI12	7.8666
ERI1	6.537
VPS8	8.2117
TUBA1B	13.0264
MAG	3.0944
MAF	10.0787
ACLY	11.278
MAK	0.7532
AG2	8.4954
LOC100190986	4.0675
SLC7A5	6.7541
NXF2B	0.0
KRTAP11-1	0.7532
EVL	9.3263
OR1B1	0.0
ALDH3A2	13.8044
ALDH3A1	14.1917
WFDC1	4.384
HAS2AS	0.0
EDC3	8.9778
MGST1	14.3028
